Mod:Item:MetaData, Localized Name
minecraft:potato, Картофель
minecraft:baked_potato, Печёный картофель
minecraft:poisonous_potato, Ядовитый картофель
minecraft:map, Чистая карта
minecraft:golden_carrot, Золотая морковь
minecraft:skull:0, Череп
minecraft:skull:1, Череп Скелета-Иссушителя
minecraft:skull:2, Голова зомби
minecraft:skull:3, Голова
minecraft:skull:4, Голова крипера
minecraft:carrot_on_a_stick, Удочка с морковью
minecraft:nether_star, Адская звезда
minecraft:pumpkin_pie, Тыквенный пирог
minecraft:fireworks, Фейерверк
minecraft:firework_charge, Звёздочка
minecraft:enchanted_book, Зачарованная книга
minecraft:comparator, Компаратор
minecraft:netherbrick, Адский кирпич
minecraft:quartz, Кварц
minecraft:tnt_minecart, Вагонетка с динамитом
minecraft:hopper_minecart, Вагонетка с загрузочной воронкой
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
aquaticabyss:tile.seaweed, Seaweed
Botania:flower:0, Мистический белый цветок
Botania:flower:1, Мистический оранжевый цветок
Botania:flower:2, Мистический сиреневый цветок
Botania:flower:3, Мистический светло-синий цветок
Botania:flower:4, Мистический жёлтый цветок
Botania:flower:5, Мистический лаймовый цветок
Botania:flower:6, Мистический розовый цветок
Botania:flower:7, Мистический серый цветок
Botania:flower:8, Мистический светло-серый цветок
Botania:flower:9, Мистический бирюзовый цветок
Botania:flower:10, Мистический фиолетовый цветок
Botania:flower:11, Мистический синий цветок
Botania:flower:12, Мистический коричневый цветок
Botania:flower:13, Мистический зелёный цветок
Botania:flower:14, Мистический красный цветок
Botania:flower:15, Мистический чёрный цветок
Botania:altar:0, Лепестковый аптекарь
Botania:altar:1, Forest Petal Apothecary
Botania:altar:2, Plains Petal Apothecary
Botania:altar:3, Mountain Petal Apothecary
Botania:altar:4, Fungal Petal Apothecary
Botania:altar:5, Swamp Petal Apothecary
Botania:altar:6, Desert Petal Apothecary
Botania:altar:7, Taiga Petal Apothecary
Botania:altar:8, Mesa Petal Apothecary
Botania:livingrock:0, Жизнекамень
Botania:livingrock:1, Кирпич из жизнекамня
Botania:livingrock:2, Замшелый кирпич из жизнекамня
Botania:livingrock:3, Потрескавшийся кирпич из жизнекамня
Botania:livingrock:4, Обрамленный кирпич из жизнекамня
Botania:livingwood:0, Жизнедерево
Botania:livingwood:1, Доски из жизнедерева
Botania:livingwood:2, Замшелые доски из жизнедерева
Botania:livingwood:3, Обрамленное жизнедерево
Botania:livingwood:4, Резное жизнедерево
Botania:livingwood:5, Светящееся жизнедерево
Botania:specialFlower, tile.specialFlower.name
Botania:spreader:0, Распространитель маны
Botania:spreader:1, Красный распространитель маны
Botania:spreader:2, Эльфийский распространитель маны
Botania:spreader:3, Распространитель маны Гайи
minecraft:iron_horse_armor, Железная конская броня
minecraft:golden_horse_armor, Золотая конская броня
minecraft:diamond_horse_armor, Алмазная конская броня
minecraft:lead, Поводок
minecraft:name_tag, Бирка
minecraft:command_block_minecart, Вагонетка с командным блоком
Botania:pool:0, Бассейн маны
Botania:pool:2, Бассейн разбавленной маны
Botania:pool:3, Fabulous Mana Pool
Botania:pool:1, Вечно наполненный бассейн
Botania:runeAltar, tile.runeAltar.name
Botania:unstableBlock:0, Белый нестабильный куб
Botania:unstableBlock:1, Оранжевый нестабильный куб
Botania:unstableBlock:2, Сиреневый нестабильный куб
Botania:unstableBlock:3, Светло-синий нестабильный куб
Botania:unstableBlock:4, Жёлтый нестабильный куб
Botania:unstableBlock:5, Лаймовый нестабильный куб
Botania:unstableBlock:6, Розовый нестабильный куб
Botania:unstableBlock:7, Серый нестабильный куб
Botania:unstableBlock:8, Светло-серый нестабильный куб
Botania:unstableBlock:9, Бирюзовый нестабильный куб
Botania:unstableBlock:10, Фиолетовый нестабильный куб
Botania:unstableBlock:11, Синий нестабильный куб
Botania:unstableBlock:12, Коричневый нестабильный куб
Botania:unstableBlock:13, Зелёный нестабильный куб
Botania:unstableBlock:14, Красный нестабильный куб
Botania:unstableBlock:15, Чёрный нестабильный куб
Botania:pylon:0, Пилон маны
Botania:pylon:1, Природный пилон
Botania:pylon:2, Гайа пилон
Botania:pistonRelay, tile.pistonRelay.name
Botania:distributor, Распределитель кислородных пузырей
Botania:manaBeacon:0, Белый нестабильный маяк
Botania:manaBeacon:1, Оранжевый нестабильный маяк
Botania:manaBeacon:2, Сиреневый нестабильный маяк
Botania:manaBeacon:3, Светло-синий нестабильный маяк
Botania:manaBeacon:4, Желтый нестабильный маяк
Botania:manaBeacon:5, Лаймовый нестабильный маяк
Botania:manaBeacon:6, Розовый нестабильный маяк
Botania:manaBeacon:7, Серый нестабильный маяк
Botania:manaBeacon:8, Светло-серый нестабильный маяк
Botania:manaBeacon:9, Бирюзовый нестабильный маяк
Botania:manaBeacon:10, Фиолетовый нестабильный маяк
Botania:manaBeacon:11, Синий нестабильный маяк
Botania:manaBeacon:12, Коричневый нестабильный маяк
Botania:manaBeacon:13, Зелёный нестабильный маяк
Botania:manaBeacon:14, Красный нестабильный маяк
Botania:manaBeacon:15, Чёрный нестабильный маяк
Botania:manaVoid, tile.manaVoid.name
Botania:manaDetector, tile.manaDetector.name
Botania:enchanter, tile.enchanter.name
Botania:turntable, tile.turntable.name
Botania:tinyPlanetBlock, tile.tinyPlanetBlock.name
Botania:alchemyCatalyst, tile.alchemyCatalyst.name
Botania:openCrate:0, Открытый ящик
Botania:openCrate:1, Сборочный ящик
Botania:forestEye, tile.forestEye.name
Botania:storage:0, Блок манастали
Botania:storage:1, Блок террастали
Botania:storage:2, Блок элементия
Botania:storage:3, Block of Mana Diamond
Botania:storage:4, Block of Dragonstone
Botania:forestDrum:0, Барабан дикой природы
Botania:forestDrum:1, Барабан сбора
Botania:forestDrum:2, Drum of the Canopy
Botania:shinyFlower:0, Светящийся белый цветок
Botania:shinyFlower:1, Светящийся оранжевый цветок
Botania:shinyFlower:2, Светящийся сиреневый цветок
Botania:shinyFlower:3, Светящийся светло-синий цветок
Botania:shinyFlower:4, Светящийся жёлтый цветок
Botania:shinyFlower:5, Светящийся лаймовый цветок
Botania:shinyFlower:6, Светящийся розовый цветок
Botania:shinyFlower:7, Светящийся серый цветок
Botania:shinyFlower:8, Светящийся светло-серый цветок
Botania:shinyFlower:9, Светящийся бирюзовый цветок
Botania:shinyFlower:10, Светящийся фиолетовый цветок
Botania:shinyFlower:11, Светящийся синий цветок
Botania:shinyFlower:12, Светящийся коричневый цветок
Botania:shinyFlower:13, Светящийся зелёный цветок
Botania:shinyFlower:14, Светящийся красный цветок
Botania:shinyFlower:15, Светящийся чёрный цветок
Botania:platform:0, Заумная платформа
Botania:platform:1, Спектральная платформа
Botania:platform:2, Нерушимая платформа
Botania:alfheimPortal, tile.alfheimPortal.name
Botania:dreamwood:0, Древесина мечтаний
Botania:dreamwood:1, Доски из древесины мечтаний
Botania:dreamwood:2, Замшелые доски из древесины мечтаний
Botania:dreamwood:3, Обрамленная древесина мечтаний
Botania:dreamwood:4, Резная древесина мечтаний
